Gene Name,AF1,AF2,AF3,AF4,AF5,AF6,AF7,AF8,AF9,AF10
G5341,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5342,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5343,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5344,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5345,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5346,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5347,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5348,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5349,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5350,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5351,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5352,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5353,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5354,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5355,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5356,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5357,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5358,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5359,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5360,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5361,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5362,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5363,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5364,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5365,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5366,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5367,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5368,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5369,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5370,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5371,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5372,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5373,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5374,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5375,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5376,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5377,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5378,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5379,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5380,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5381,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5382,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5383,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5384,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5385,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5386,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5387,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5388,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5389,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5390,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5391,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5392,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5393,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5394,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5395,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5396,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5397,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5398,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5399,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5400,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5401,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5402,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5403,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5404,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5405,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5406,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5407,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5408,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5409,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5410,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5411,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5412,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5413,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5414,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5415,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5416,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5417,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5418,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5419,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5420,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5421,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5422,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5423,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5424,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5425,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5426,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5427,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5428,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5429,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5430,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5431,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5432,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5433,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5434,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5435,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5436,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5437,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5438,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5439,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5440,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5441,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5442,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5443,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5444,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5445,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5446,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5447,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5448,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5449,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5450,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5451,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5452,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5453,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5454,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5455,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5456,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5457,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5458,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5459,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5460,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5461,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5462,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5463,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5464,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5465,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5466,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5467,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5468,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5469,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5470,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5471,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5472,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5473,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5474,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5475,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5476,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5477,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5478,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5479,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5480,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5481,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5482,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5483,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5484,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5485,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5486,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5487,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5488,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5489,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5490,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5491,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5492,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5493,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5494,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5495,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5496,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5497,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5498,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5499,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5500,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5501,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5502,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5503,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5504,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5505,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5506,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5507,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5508,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5509,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5510,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5511,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5512,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5513,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5514,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5515,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5516,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5517,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5518,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5519,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5520,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5521,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5522,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5523,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5524,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5525,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5526,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5527,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5528,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5529,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5530,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5531,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5532,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5533,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5534,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5535,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5536,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5537,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5538,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5539,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5540,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5541,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5542,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5543,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5544,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5545,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5546,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5547,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5548,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5549,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5550,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5551,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5552,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5553,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5554,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5555,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5556,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5557,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5558,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5559,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5560,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5561,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5562,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5563,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5564,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5565,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5566,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5567,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5568,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5569,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5570,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5571,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5572,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5573,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5574,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5575,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5576,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5577,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5578,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5579,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5580,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5581,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5582,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5583,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5584,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5585,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5586,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5587,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5588,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5589,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5590,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5591,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5592,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5593,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5594,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5595,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5596,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5597,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5598,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5599,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5600,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5601,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5602,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5603,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5604,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5605,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5606,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5607,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5608,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5609,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5610,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5611,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5612,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5613,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5614,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5615,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5616,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5617,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5618,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5619,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5620,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5621,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5622,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5623,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5624,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5625,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5626,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5627,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5628,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5629,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5630,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5631,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5632,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5633,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5634,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5635,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5636,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5637,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5638,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5639,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5640,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5641,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5642,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5643,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5644,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5645,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5646,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5647,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5648,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5649,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5650,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5651,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5652,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5653,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5654,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5655,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5656,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
G5657,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
